review_id,text,sentiment
R003023,One star. This gadget is the worst I have owned. Do not recommend. Disappointing. The gadget does not match the description at all.,0
R003024,So happy with this purchase. The device is amazing and well made.,1
R003026,Impressed with the material. premium build and the shipping was quick.,1
R003027,This is the best accessory I have ever purchased. Highly recommend!,1
R003028,Disappointing. The accessory does not match the description at all. The build is horrible. Returned this item right away.,0
R003029,Perfect unit for the price. excellent value and excellent battery. Perfect device for the price. fantastic value and excellent quality.,1
R003030,This is the best device I have ever purchased. Highly recommend!,1
R003031,So happy with this purchase. The purchase is excellent and well made. So happy with this purchase. The accessory is superb and well made.,1
R003032,I hate this device. It stopped working immediately. Total waste.,0
R003034,This is the best gadget I have ever purchased. Highly recommend! Amazing accessory! Not a single complaint. The build is top notch.,1
R003035,One star. This unit is the worst I have owned. Do not recommend. Disappointing. The device does not match the description at all.,0
R003036,Great accessory! The packaging is fantastic and it works perfectly. Five stars! This device exceeded my expectations. Very excellent.,1
R003037,Impressed with the packaging. great build and the delivery was quick. Five stars! This gadget exceeded my expectations. Very great.,1
R003038,My family loves this purchase. The screen is outstanding. Amazing purchase! Not a single complaint. The build is top notch.,1
R003039,Worst purchase ever. This product is completely useless.,0
R003042,Perfect product for the price. great value and excellent quality.,1
R003043,Impressed with the packaging. fantastic build and the assembly was quick.,1
R003044,Great accessory! The build is wonderful and it works perfectly.,1
R003045,This is the best device I have ever purchased. Highly recommend! So happy with this purchase. The unit is amazing and well made.,1
R003046,Do not buy this unit. Poor packaging and awful shipping.,0
R003047,Impressed with the packaging. wonderful build and the assembly was quick. I absolutely love this gadget. great quality and fast delivery.,1
R003048,Impressed with the build. fantastic build and the installation was quick. So happy with this purchase. The accessory is premium and well made.,1
R003049,I absolutely love this product. premium quality and fast installation.,1
R003050,Terrible product. The design broke after one day. Very disappointed.,0
R003051,My family loves this gadget. The packaging is outstanding. Perfect tool for the price. excellent value and excellent build.,1
R003052,My family loves this item. The screen is outstanding.,1
R003053,I hate this item. It stopped working immediately. Total waste.,0
R003054,This is the best device I have ever purchased. Highly recommend!,1
R003055,Perfect item for the price. wonderful value and excellent battery.,1
R003056,My family loves this accessory. The design is outstanding. Perfect purchase for the price. solid value and excellent quality.,1
R003057,One star. This item is the worst I have owned. Do not recommend. Disappointing. The accessory does not match the description at all.,0
R003058,My family loves this tool. The packaging is outstanding.,1
R003059,Great purchase! The build is great and it works perfectly.,1
R003061,Do not buy this device. Poor packaging and awful shipping.,0
R003062,So happy with this purchase. The accessory is wonderful and well made.,1
R003063,My family loves this purchase. The quality is outstanding. Five stars! This gadget exceeded my expectations. Very excellent.,1
R003064,So happy with this purchase. The gadget is wonderful and well made. Amazing tool! Not a single complaint. The packaging is top notch.,1
R003065,Very poor quality accessory. The build fell apart within a week.,0
R003066,Worst purchase ever. This tool is completely useless.,0
R003067,Impressed with the material. premium build and the assembly was quick. superb product. Exactly what I needed. Will buy again.,1
R003068,superb product. Exactly what I needed. Will buy again. Great unit! The quality is solid and it works perfectly.,1
R003069,My family loves this device. The packaging is outstanding.,1
R003070,So happy with this purchase. The gadget is solid and well made. This is the best accessory I have ever purchased. Highly recommend!,1
R003071,This is the best product I have ever purchased. Highly recommend! So happy with this purchase. The unit is fantastic and well made.,1
R003072,Great item! The design is fantastic and it works perfectly.,1
R003073,Not worth the money. This device is cheaply made and defective.,0
R003074,Not worth the money. This gadget is cheaply made and flimsy.,0
R003075,Not worth the money. This device is cheaply made and cheap.,0
R003077,Terrible accessory. The build broke after one day. Very disappointed. Do not buy this product. Poor quality and awful delivery.,0
R003078,The quality is horrible. Returned this gadget right away.,0
R003079,wonderful product. Exactly what I needed. Will buy again. Perfect purchase for the price. superb value and excellent build.,1
R003080,Perfect device for the price. premium value and excellent build.,1
R003081,Five stars! This accessory exceeded my expectations. Very amazing.,1
R003082,So happy with this purchase. The gadget is fantastic and well made.,1
R003083,Very poor quality product. The material fell apart within a week.,0
R003085,amazing product. Exactly what I needed. Will buy again.,1
R003086,Impressed with the screen. amazing build and the delivery was quick. My family loves this device. The quality is outstanding.,1
R003087,So happy with this purchase. The item is excellent and well made.,1
