review_id,text,sentiment,cleaned_text
R001199,Perfect accessory for the price. excellent value and excellent build. So happy with this purchase. The unit is amazing and well made.,1,perfect accessory price excellent value excellent build happy purchase unit amazing well made
R001200,This is the best accessory I have ever purchased. Highly recommend! I absolutely love this accessory. wonderful quality and fast shipping.,1,best accessory ever purchased highly recommend absolutely love accessory wonderful quality fast shipping
R001201,Broken on arrival. The build was damaged and installation took forever. I hate this gadget. It stopped working immediately. Total waste.,0,broken arrival build damaged installation took forever hate gadget stopped working immediately total waste
R001202,Amazing tool! Not a single complaint. The packaging is top notch.,1,amazing tool not single complaint packaging top notch
R001203,Terrible purchase. The build broke after one day. Very disappointed. Broken on arrival. The build was damaged and shipping took forever.,0,terrible purchase build broke one day very disappointed broken arrival build damaged shipping took forever
R001204,Five stars! This gadget exceeded my expectations. Very premium. This is the best product I have ever purchased. Highly recommend!,1,five star gadget exceeded expectation very premium best product ever purchased highly recommend
R001205,Broken on arrival. The build was damaged and installation took forever. Terrible tool. The quality broke after one day. Very disappointed.,0,broken arrival build damaged installation took forever terrible tool quality broke one day very disappointed
R001207,This is the best unit I have ever purchased. Highly recommend! Perfect purchase for the price. excellent value and excellent packaging.,1,best unit ever purchased highly recommend perfect purchase price excellent value excellent packaging
R001208,fantastic product. Exactly what I needed. Will buy again.,1,fantastic product exactly needed buy
R001209,I absolutely love this gadget. premium quality and fast shipping.,1,absolutely love gadget premium quality fast shipping
R001210,Broken on arrival. The packaging was damaged and installation took forever. Disappointing. The product does not match the description at all.,0,broken arrival packaging damaged installation took forever disappointing product not match description
R001211,I hate this gadget. It stopped working immediately. Total waste. Broken on arrival. The material was damaged and delivery took forever.,0,hate gadget stopped working immediately total waste broken arrival material damaged delivery took forever
R001212,Five stars! This unit exceeded my expectations. Very solid.,1,five star unit exceeded expectation very solid
R001213,This is the best tool I have ever purchased. Highly recommend!,1,best tool ever purchased highly recommend
R001215,great product. Exactly what I needed. Will buy again.,1,great product exactly needed buy
R001216,Impressed with the battery. solid build and the installation was quick.,1,impressed battery solid build installation quick
R001217,This is the best item I have ever purchased. Highly recommend!,1,best item ever purchased highly recommend
R001218,The battery is horrible. Returned this accessory right away.,0,battery horrible returned accessory right away
